Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
Business,"Annual payroll ($1,000)","Other services (except public administration)",252302,G,292750,G,261668,G,489611,G,319559,G,286073,G,526051,G,250385,G,461268,H,470180,G,152621,G,198610,G,383381,G,502055,G,292932,G,258900,G,165407,G,341924,G,406033,G,274827,G,316034,G,492210,G,386216,G,257760,G,280269,G,151136,G,449160,G
Business,"Annual payroll ($1,000)","Industries not classified",478,G,992,G,509,G,788,G,786,G,246,G,674,G,626,G,216,G,418,G,239,G,764,G,535,G,426,G,533,G,1484,G,401,G,843,G,709,G,413,G,2599,G,2423,G,1506,G,1036,H,431,G,343,H,2092,G
Business,"Total Establishments","Total for all sectors",16677,X,14642,X,16248,X,23280,X,14384,X,16609,X,23651,X,17996,X,12864,X,21856,X,11972,X,16275,X,20673,X,23953,X,15728,X,20468,X,13415,X,20992,X,24805,X,17075,X,21441,X,32598,X,25883,X,16047,X,25572,X,14744,X,31919,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",51,X,174,X,86,X,46,X,47,X,32,X,12,X,35,X,36,X,10,X,29,X,27,X,17,X,9,X,17,X,34,X,72,X,49,X,21,X,24,X,72,X,17,X,24,X,4,X,18,X,45,X,10,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",19,X,17,X,14,X,6,X,10,X,5,X,4,X,6,X,16,X,4,X,22,X,4,X,8,X,5,X,10,X,9,X,11,X,9,X,13,X,7,X,3,X,10,X,2,X,3,X,15,X,5,X,6,X
Business,"Total Establishments",Utilities,67,X,50,X,27,X,19,X,25,X,33,X,24,X,23,X,27,X,16,X,32,X,26,X,28,X,21,X,18,X,31,X,53,X,58,X,35,X,32,X,16,X,9,X,19,X,9,X,28,X,17,X,11,X
Business,"Total Establishments",Construction,1853,X,1428,X,1577,X,2197,X,1408,X,2112,X,2159,X,1998,X,1397,X,1887,X,1481,X,1692,X,1646,X,1613,X,1714,X,2345,X,1871,X,2431,X,2925,X,1551,X,1896,X,2315,X,1490,X,903,X,2029,X,1517,X,1288,X
Business,"Total Establishments",Manufacturing,332,X,315,X,420,X,408,X,441,X,441,X,568,X,525,X,285,X,577,X,280,X,444,X,820,X,519,X,432,X,544,X,339,X,503,X,500,X,662,X,351,X,713,X,403,X,558,X,1034,X,308,X,390,X
Business,"Total Establishments","Wholesale trade",572,X,499,X,624,X,1057,X,702,X,612,X,1058,X,679,X,472,X,1430,X,392,X,678,X,1011,X,1360,X,980,X,850,X,466,X,880,X,915,X,1410,X,931,X,2164,X,2064,X,1728,X,4712,X,1027,X,1784,X
Business,"Total Establishments","Retail trade",2814,X,2502,X,2649,X,3008,X,2448,X,2530,X,2884,X,2785,X,1967,X,3411,X,1919,X,2331,X,2809,X,3116,X,2306,X,2798,X,2061,X,2622,X,3662,X,2466,X,2738,X,3635,X,3349,X,2696,X,3215,X,2177,X,3626,X
Business,"Total Establishments","Transportation and warehousing",371,X,342,X,365,X,845,X,552,X,328,X,293,X,383,X,524,X,876,X,296,X,302,X,324,X,576,X,524,X,346,X,308,X,430,X,484,X,610,X,383,X,751,X,602,X,518,X,2184,X,556,X,495,X
Business,"Total Establishments",Information,232,X,267,X,260,X,350,X,210,X,207,X,479,X,225,X,157,X,407,X,119,X,233,X,304,X,477,X,252,X,240,X,146,X,256,X,332,X,311,X,290,X,573,X,436,X,287,X,356,X,191,X,623,X
Business,"Total Establishments","Finance and insurance",924,X,811,X,857,X,1555,X,756,X,864,X,1708,X,959,X,604,X,931,X,653,X,1023,X,1353,X,1827,X,1072,X,1321,X,691,X,1260,X,1526,X,801,X,1273,X,2154,X,1473,X,699,X,1123,X,655,X,2194,X
Business,"Total Establishments","Real estate and rental and leasing",1124,X,741,X,883,X,1346,X,700,X,1019,X,1482,X,990,X,1005,X,1598,X,701,X,934,X,1289,X,1494,X,925,X,1416,X,777,X,1229,X,2214,X,894,X,1336,X,2204,X,1932,X,1003,X,1382,X,891,X,2723,X
Business,"Total Establishments","Professional, scientific, and technical services",2095,X,1820,X,1904,X,3438,X,1506,X,1766,X,4246,X,2349,X,1262,X,2664,X,1086,X,2183,X,3059,X,4305,X,1723,X,2720,X,1248,X,3057,X,3191,X,2046,X,3503,X,6476,X,4698,X,2140,X,2525,X,1655,X,7631,X
Business,"Total Establishments","Management of companies and enterprises",64,X,50,X,78,X,174,X,94,X,42,X,200,X,64,X,54,X,227,X,31,X,51,X,129,X,232,X,107,X,124,X,39,X,79,X,91,X,116,X,81,X,188,X,109,X,57,X,109,X,28,X,143,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",940,X,720,X,945,X,1560,X,866,X,1128,X,1615,X,1288,X,970,X,1613,X,836,X,1170,X,1304,X,1497,X,1073,X,1554,X,1023,X,1660,X,1676,X,1212,X,1612,X,2113,X,1620,X,737,X,1445,X,993,X,1437,X
Business,"Total Establishments","Educational services",178,X,163,X,228,X,331,X,194,X,166,X,369,X,207,X,177,X,306,X,98,X,202,X,270,X,344,X,195,X,247,X,108,X,256,X,219,X,224,X,306,X,429,X,376,X,244,X,209,X,191,X,444,X
Business,"Total Establishments","Health care and social assistance",1744,X,1563,X,2176,X,2680,X,1438,X,1892,X,2681,X,2023,X,1338,X,1753,X,1668,X,2117,X,2441,X,2677,X,1673,X,2279,X,1646,X,2523,X,2338,X,1861,X,2786,X,3378,X,3101,X,1672,X,1994,X,1669,X,3919,X
Business,"Total Establishments","Arts, entertainment, and recreation",236,X,237,X,217,X,337,X,147,X,292,X,362,X,258,X,211,X,422,X,161,X,246,X,327,X,315,X,202,X,322,X,194,X,411,X,452,X,196,X,439,X,548,X,459,X,234,X,227,X,271,X,546,X
Business,"Total Establishments","Accommodation and food services",1481,X,1367,X,1301,X,2006,X,1189,X,1444,X,1620,X,1433,X,1194,X,1964,X,917,X,1139,X,1641,X,1635,X,1074,X,1426,X,940,X,1384,X,1887,X,1008,X,1460,X,2104,X,1717,X,1060,X,1355,X,1251,X,2325,X
Business,"Total Establishments","Other services (except public administration)",1549,X,1544,X,1605,X,1884,X,1630,X,1674,X,1854,X,1740,X,1154,X,1733,X,1238,X,1449,X,1871,X,1902,X,1414,X,1826,X,1405,X,1859,X,2296,X,1634,X,1914,X,2779,X,1978,X,1474,X,1594,X,1280,X,2261,X
Business,"Total Establishments","Industries not classified",31,X,32,X,32,X,33,X,21,X,22,X,33,X,26,X,14,X,27,X,13,X,24,X,22,X,29,X,17,X,36,X,17,X,36,X,28,X,10,X,51,X,38,X,31,X,21,X,18,X,17,X,63,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
