Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
Business,"Total Establishments","Total for all sectors",22822,X,20540,X,29632,X,24473,X,11068,X,18350,X,21862,X,11264,X,12596,X,40406,X,15997,X,70774,X,9888,X,12245,X,9084,X,16203,X,26008,X,19098,X,16708,X,18924,X,15497,X,14289,X,14618,X,16534,X,16990,X,17605,X,16050,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",58,X,7,X,23,X,4,X,1,X,2,X,1,X,1,X,1,X,0,X,1,X,6,X,1,X,0,X,0,X,5,X,15,X,79,X,96,X,9,X,117,X,42,X,46,X,20,X,9,X,2,X,45,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",10,X,5,X,4,X,3,X,1,X,0,X,1,X,0,X,0,X,3,X,0,X,12,X,0,X,1,X,0,X,3,X,6,X,10,X,44,X,10,X,37,X,24,X,68,X,14,X,5,X,7,X,39,X
Business,"Total Establishments",Utilities,35,X,11,X,30,X,21,X,9,X,4,X,13,X,13,X,4,X,15,X,9,X,30,X,3,X,8,X,2,X,6,X,32,X,33,X,32,X,26,X,67,X,24,X,44,X,37,X,18,X,19,X,38,X
Business,"Total Establishments",Construction,3807,X,2909,X,2634,X,2291,X,1074,X,1824,X,1585,X,765,X,696,X,1416,X,1805,X,2274,X,315,X,1503,X,445,X,1784,X,2695,X,2412,X,2257,X,1786,X,1741,X,1524,X,1337,X,1783,X,1479,X,1249,X,2070,X
Business,"Total Establishments",Manufacturing,582,X,1240,X,534,X,547,X,170,X,309,X,938,X,254,X,190,X,1124,X,236,X,1557,X,70,X,318,X,209,X,358,X,495,X,515,X,602,X,528,X,592,X,663,X,786,X,714,X,834,X,722,X,875,X
Business,"Total Establishments","Wholesale trade",1042,X,1656,X,2389,X,1386,X,456,X,1317,X,1746,X,566,X,412,X,2531,X,787,X,6855,X,146,X,658,X,495,X,607,X,1361,X,897,X,496,X,842,X,458,X,590,X,517,X,869,X,934,X,887,X,739,X
Business,"Total Establishments","Retail trade",3272,X,2794,X,3302,X,3267,X,2126,X,2677,X,4162,X,2297,X,2465,X,4954,X,2604,X,6785,X,2148,X,2287,X,2430,X,2355,X,3037,X,2801,X,2597,X,2692,X,2869,X,2355,X,2606,X,2445,X,2323,X,2656,X,2522,X
Business,"Total Establishments","Transportation and warehousing",455,X,658,X,577,X,671,X,1136,X,569,X,465,X,381,X,312,X,570,X,577,X,695,X,128,X,429,X,269,X,314,X,475,X,481,X,421,X,385,X,426,X,343,X,356,X,424,X,348,X,503,X,436,X
Business,"Total Establishments",Information,294,X,245,X,467,X,313,X,111,X,181,X,484,X,199,X,240,X,1736,X,172,X,2837,X,160,X,137,X,98,X,238,X,547,X,340,X,353,X,360,X,276,X,243,X,304,X,268,X,318,X,277,X,217,X
Business,"Total Establishments","Finance and insurance",951,X,820,X,1953,X,1358,X,309,X,592,X,538,X,272,X,306,X,2078,X,620,X,5340,X,286,X,357,X,217,X,658,X,1517,X,885,X,693,X,1179,X,674,X,691,X,677,X,908,X,1014,X,984,X,705,X
Business,"Total Establishments","Real estate and rental and leasing",794,X,635,X,1799,X,1071,X,515,X,1229,X,1567,X,692,X,1364,X,3908,X,843,X,5917,X,1624,X,887,X,1189,X,1403,X,1325,X,777,X,638,X,797,X,546,X,474,X,500,X,752,X,842,X,693,X,495,X
Business,"Total Establishments","Professional, scientific, and technical services",2365,X,2055,X,4704,X,3671,X,609,X,1724,X,2060,X,883,X,1109,X,6869,X,1536,X,11672,X,489,X,703,X,268,X,1521,X,3786,X,2081,X,1424,X,2246,X,951,X,1072,X,1026,X,1463,X,1949,X,1766,X,1268,X
Business,"Total Establishments","Management of companies and enterprises",57,X,78,X,164,X,64,X,30,X,20,X,36,X,26,X,8,X,243,X,31,X,846,X,21,X,27,X,16,X,39,X,208,X,94,X,45,X,123,X,65,X,84,X,60,X,103,X,127,X,200,X,85,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1764,X,1377,X,1765,X,1503,X,469,X,743,X,629,X,351,X,340,X,1501,X,664,X,3264,X,249,X,395,X,204,X,822,X,1736,X,1182,X,871,X,991,X,635,X,647,X,642,X,879,X,974,X,1223,X,966,X
Business,"Total Establishments","Educational services",274,X,273,X,498,X,333,X,144,X,366,X,319,X,226,X,271,X,805,X,292,X,953,X,209,X,168,X,146,X,292,X,495,X,300,X,212,X,279,X,124,X,124,X,126,X,203,X,293,X,236,X,183,X
Business,"Total Establishments","Health care and social assistance",2385,X,1888,X,3440,X,2921,X,1399,X,2505,X,1725,X,1605,X,1909,X,2904,X,2372,X,5315,X,1264,X,1224,X,1085,X,1949,X,2947,X,2028,X,1710,X,2239,X,1866,X,1652,X,1572,X,1777,X,1894,X,2141,X,1630,X
Business,"Total Establishments","Arts, entertainment, and recreation",462,X,277,X,589,X,369,X,116,X,137,X,453,X,217,X,206,X,1727,X,196,X,2896,X,189,X,134,X,40,X,295,X,517,X,424,X,528,X,344,X,435,X,328,X,317,X,346,X,304,X,255,X,374,X
Business,"Total Establishments","Accommodation and food services",1998,X,1482,X,1936,X,1968,X,1080,X,1751,X,2740,X,1194,X,1221,X,3730,X,1435,X,6114,X,1209,X,1458,X,908,X,1434,X,2147,X,1787,X,1987,X,2084,X,2081,X,1714,X,1829,X,1738,X,1659,X,1923,X,1561,X
Business,"Total Establishments","Other services (except public administration)",2194,X,2110,X,2749,X,2672,X,1296,X,2359,X,2330,X,1285,X,1492,X,4131,X,1794,X,7153,X,1339,X,1524,X,1048,X,2048,X,2607,X,1936,X,1664,X,1965,X,1500,X,1668,X,1755,X,1763,X,1629,X,1836,X,1768,X
Business,"Total Establishments","Industries not classified",23,X,20,X,75,X,40,X,17,X,41,X,70,X,37,X,50,X,161,X,23,X,253,X,38,X,27,X,15,X,72,X,60,X,36,X,38,X,39,X,37,X,27,X,50,X,28,X,37,X,26,X,34,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
